"Site","Plot","Treatment","Camera","Card","Cage","Netting","Carrion","Observer","Date","Time","Common.name","Group.Size","Individual.Observed","Age","Sex","Vigilant","Walking.hopping","Running","Foraging","Feeding","Interacting","Preening","Flying","Loafing","Unknown","Other","Defecating","Note","Save","Why","Functional"
"GG",4,"MS",NA,"442","N","N","Mass","DSM",2019-05-29,"5:40","Coyote",2,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"walks through plot","","","Scavenger"
"GG",4,"MS",NA,"442","N","N","Mass","DSM",2019-05-29,"5:40","Coyote",2,2,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"walks through plot","","","Scavenger"
"GG",4,"MS",NA,"442","N","N","Mass","DSM",2019-05-29,"21:48","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"walks through plot","","","Scavenger"
"GG",4,"MS",NA,"442","N","N","Mass","DSM",2019-05-30,"0:46","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"walks through plot","","","Scavenger"
"GG",4,"MS",NA,"442","N","N","Mass","DSM",2019-05-31,"5:05","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"walks through plot","","","Scavenger"
"WP",1,"MS",NA,"443","N","N","Mass","DSM",2019-05-10,"5:04","Coyote",1,1,"Adult","Unknown",0,0,2,0,0,0,0,0,0,1,0,0,"runs through plot","","","Scavenger"
"WP",1,"MS",NA,"443","N","N","Mass","DSM",2019-05-12,"2:34","Coyote",1,1,"Adult","Unknown",3,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"WP",1,"MS",NA,"443","N","N","Mass","DSM",2019-05-12,"2:40","Coyote",1,1,"Adult","Unknown",0,0,0,0,1,0,0,0,0,2,0,0,"biting carcass","","","Scavenger"
"WP",1,"MS",NA,"443","N","N","Mass","DSM",2019-05-12,"22:41","Coyote",1,1,"Adult","Unknown",0,3,0,2,1,0,0,0,0,0,0,0,"eating piece of carcass","","","Scavenger"
"WP",1,"MS",NA,"443","N","N","Mass","DSM",2019-05-12,"22:49","Coyote",2,1,"Adult","Unknown",2,3,0,0,0,0,0,0,0,1,0,0,"walks out of plot","","","Scavenger"
"WP",1,"MS",NA,"443","N","N","Mass","DSM",2019-05-12,"22:49","Coyote",2,2,"Adult","Unknown",2,3,0,1,0,0,0,0,0,4,0,0,"walks out of plot","","","Scavenger"
"WP",1,"MS",NA,"443","N","N","Mass","DSM",2019-05-12,"23:05","Coyote",1,1,"Adult","Unknown",0,2,0,0,0,0,0,0,0,1,0,0,"walks out of plot","","","Scavenger"
"WP",1,"MS",NA,"443","N","N","Mass","DSM",2019-05-13,"23:55","Coyote",1,1,"Adult","Unknown",2,0,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"WP",1,"MS",NA,"443","N","N","Mass","DSM",2019-05-15,"1:50","Coyote",1,1,"Adult","Unknown",3,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"WP",1,"MS",NA,"443","N","N","Mass","DSM",2019-05-19,"1:24","Coyote",1,1,"Adult","Unknown",0,2,0,1,0,0,0,0,0,0,3,0,"gets spooked","","","Scavenger"
"WP",1,"MS",NA,"443","N","N","Mass","DSM",2019-05-19,"22:59","Coyote",1,1,"Adult","Unknown",0,0,2,0,0,0,0,0,0,1,0,0,"runs through plot","","","Scavenger"
"WP",1,"MS",NA,"443","N","N","Mass","DSM",2019-05-19,"23:04","Coyote",1,1,"Adult","Unknown",3,2,0,0,0,0,0,0,0,1,0,0,"edge of plot","","","Scavenger"
"WP",1,"MS",NA,"443","N","N","Mass","DSM",2019-05-20,"5:10","Coyote",1,1,"Adult","Unknown",0,3,0,2,0,0,0,0,0,1,0,0,"","","","Scavenger"
"WP",1,"MS",NA,"443","N","N","Mass","DSM",2019-05-20,"23:27","Coyote",1,1,"Adult","Unknown",0,2,0,0,0,0,0,0,0,1,0,0,"walks through plot","","","Scavenger"
"WP",1,"MS",NA,"443","N","N","Mass","DSM",2019-05-25,"4:27","Coyote",1,1,"Adult","Unknown",0,1,0,2,0,0,0,0,0,3,0,0,"","","","Scavenger"
"WP",1,"MS",NA,"443","N","N","Mass","DSM",2019-05-27,"6:15","Coyote",1,1,"Adult","Unknown",3,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"WP",1,"MS",NA,"443","N","N","Mass","DSM",2019-05-29,"1:06","Coyote",1,1,"Adult","Unknown",2,3,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"WP",1,"MS",NA,"443","N","N","Mass","DSM",2019-06-04,"13:00","Coyote",1,1,"Adult","Unknown",0,0,2,0,0,0,0,0,0,1,0,0,"runs through plot","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-04-19,"5:20","Coyote",1,1,"Adult","Unknown",0,0,1,2,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-04-20,"5:01","Coyote",1,1,"Adult","Unknown",1,2,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-01,"21:10","Coyote",1,1,"Adult","Unknown",3,1,0,2,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-01,"20:57","Coyote",1,1,"Adult","Unknown",3,2,0,0,1,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-01,"20:52","Coyote",1,1,"Adult","Unknown",3,2,0,1,4,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-02,"5:08","Coyote",1,1,"Adult","Unknown",1,2,0,3,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-02,"5:13","Coyote",1,1,"Adult","Unknown",3,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-02,"5:27","Coyote",1,1,"Adult","Unknown",1,2,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-02,"21:41","Coyote",1,1,"Adult","Unknown",1,2,0,0,0,0,0,0,0,3,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-02,"22:31","Coyote",1,1,"Adult","Unknown",1,3,0,2,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-02,"21:10","Coyote",1,1,"Adult","Unknown",2,3,0,0,1,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-02,"21:15","Coyote",1,1,"Adult","Unknown",0,2,0,0,1,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-02,"21:25","Coyote",1,1,"Adult","Unknown",4,2,0,3,1,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-02,"23:16","Coyote",1,1,"Adult","Unknown",0,2,0,0,1,0,0,0,0,0,0,0,"","5020092","coyote eating insects","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-03,"21:02","Coyote",1,1,"Adult","Unknown",2,3,0,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-03,"21:12","Coyote",2,1,"Adult","Unknown",1,2,0,0,0,0,0,0,0,0,0,0,"not in plot ","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-03,"21:12","Coyote",2,2,"Adult","Unknown",2,3,0,1,0,0,0,0,0,0,0,0,"check group size","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-03,"21:16","Coyote",1,1,"Adult","Unknown",2,3,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-03,"21:46","Coyote",2,2,"Adult","Unknown",0,2,0,0,0,0,0,0,0,0,1,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-03,"21:53","Coyote",2,1,"Adult","Unknown",0,1,2,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-03,"21:53","Coyote",2,2,"Adult","Unknown",3,2,0,1,0,0,0,0,0,0,0,0,"not in plot","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-03,"21:59","Coyote",2,1,"Adult","Unknown",1,2,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-03,"21:46","Coyote",2,1,"Adult","Unknown",3,2,0,0,1,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-03,"21:59","Coyote",2,2,"Adult","Unknown",0,2,0,0,1,0,0,0,0,0,0,0,"not in plot","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-04,"3:15","Coyote",1,1,"Adult","Unknown",1,3,0,2,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-04,"3:27","Coyote",1,1,"Adult","Unknown",1,0,0,2,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-04,"3:35","Coyote",1,1,"Adult","Unknown",3,1,0,2,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-04,"5:33","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"not in plot (close)","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-04,"5:47","Coyote",1,1,"Adult","Unknown",1,2,0,3,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-04,"5:52","Coyote",1,1,"Adult","Unknown",1,3,0,2,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-04,"6:02","Coyote",2,1,"Adult","Unknown",1,2,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-04,"6:02","Coyote",2,2,"Adult","Unknown",1,0,0,0,0,0,0,0,0,0,0,0,"not in plot","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-04,"6:07","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-04,"21:33","Coyote",1,1,"Adult","Unknown",0,2,0,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-04,"21:54","Coyote",1,1,"Adult","Unknown",3,2,0,1,0,0,0,0,0,1,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-04,"22:06","Coyote",1,1,"Adult","Unknown",3,1,0,2,0,0,0,0,0,1,0,0,"not in plot (close)","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-04,"0:30","Coyote",1,1,"Adult","Unknown",2,0,0,0,1,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-04,"0:35","Coyote",1,1,"Adult","Unknown",0,3,0,2,1,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-04,"0:26","Coyote",1,1,"Adult","Unknown",4,3,0,1,2,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-06,"4:08","Coyote",1,1,"Adult","Unknown",0,2,0,0,0,0,0,0,0,0,1,0,"fighting bugs ","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-06,"4:14","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"not in plot (close)","","","Scavenger"
"WP",5,"CS",NA,"435A","N","N","N","DSM",2019-05-19,"7:04","Coyote",1,1,"Adult","Unknown",2,1,0,0,0,0,0,0,0,0,0,0,"carrion gone","5190019","nice coyote walking through","Scavenger"
"OS",3,"MS",NA,"July_2019_447A","N","N","Mass","DSM",2019-05-10,"22:55","Coyote",1,1,"Adult","Unknown",0,0,0,0,1,0,0,0,0,0,0,0,"mangey coyote","","","Scavenger"
"OS",3,"MS",NA,"July_2019_447A","Y","Y","Mass","DSM",2019-05-14,"22:24","Coyote",1,1,"Adult","Unknown",1,3,0,2,0,0,0,0,0,0,0,0,"edge of plot","","","Scavenger"
"OS",3,"MS",NA,"July_2019_447A","Y","Y","Mass","DSM",2019-05-19,"19:51","Coyote",1,1,"Adult","Unknown",0,2,0,3,0,0,0,0,0,1,0,0,"walks through plot","","","Scavenger"
"OS",3,"MS",NA,"July_2019_447A","Y","Y","Mass","DSM",2019-05-20,"4:15","Coyote",1,1,"Adult","Unknown",0,2,0,0,0,0,0,0,0,1,0,0,"walks through plot","","","Scavenger"
"OS",3,"MS",NA,"July_2019_447A","Y","Y","Mass","DSM",2019-05-24,"20:09","Coyote",1,1,"Adult","Unknown",0,2,0,0,0,0,0,0,0,1,0,0,"walks through plot","","","Scavenger"
"OS",3,"MS",NA,"July_2019_447A","Y","Y","Mass","DSM",2019-05-26,"23:31","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"clip cut short","","","Scavenger"
"OS",3,"MS",NA,"July_2019_447A","Y","Y","Mass","DSM",2019-05-29,"2:26","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"clip cut short","","","Scavenger"
"OS",3,"MS",NA,"447B","N","N","N","DSM",2019-06-08,"0:45","Coyote",1,1,"Adult","Unknown",3,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",3,"MS",NA,"447B","N","N","N","DSM",2019-06-09,"15:45","Coyote",1,1,"Adult","Unknown",0,0,1,0,0,0,0,0,0,0,0,0,"edge of plot","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-04-24,"20:39","Coyote",1,1,"Adult",NA,0,1,0,0,0,0,0,0,0,2,0,0,"edge of plot","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-04-26,"1:46","Coyote",1,1,"Adult",NA,0,0,0,0,0,0,0,0,0,1,2,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-04-27,"22:06","Coyote",1,1,"Adult",NA,0,0,2,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-04-27,"22:21","Coyote",1,1,"Adult",NA,0,2,0,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-04-27,"23:56","Coyote",1,1,"Adult",NA,3,0,4,0,2,0,0,0,0,1,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-04-28,"0:01","Coyote",1,1,"Adult",NA,1,3,0,2,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-04-28,"2:11","Coyote",1,1,"Adult",NA,0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-04-28,"2:53","Coyote",1,1,"Adult",NA,0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-04-28,"3:04","Coyote",1,1,"Adult",NA,0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-04-29,"22:10","Coyote",1,1,"Adult",NA,3,0,2,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-04-29,"22:16","Coyote",1,1,"Adult",NA,3,2,4,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-04-29,"22:32","Coyote",1,1,"Adult",NA,3,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-01,"2:59","Coyote",1,1,"Adult",NA,3,2,0,0,1,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-01,"3:20","Coyote",1,1,"Adult",NA,0,0,2,3,0,0,0,0,0,1,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-02,"5:00","Coyote",1,1,"Adult",NA,3,2,0,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-08,"21:44","Coyote",1,1,"Adult",NA,2,1,3,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-09,"0:48","Coyote",1,1,"Adult",NA,2,3,0,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-09,"20:46","Coyote",1,1,"Adult",NA,0,2,0,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-09,"22:30","Coyote",1,1,"Adult",NA,3,2,0,1,4,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-09,"23:09","Coyote",1,1,"Adult",NA,0,2,0,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-09,"23:14","Coyote",1,1,"Adult",NA,0,3,1,0,0,0,0,0,0,2,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-10,"2:31","Coyote",1,1,"Adult",NA,2,3,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-10,"2:39","Coyote",1,1,"Adult",NA,0,3,2,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-10,"2:45","Coyote",1,1,"Adult",NA,0,0,0,0,2,0,0,0,0,1,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-10,"2:54","Coyote",1,1,"Adult",NA,0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-10,"3:03","Coyote",1,1,"Adult",NA,0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-10,"17:08","Coyote",1,1,"Adult",NA,3,1,0,2,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-10,"20:19","Coyote",1,1,"Adult",NA,1,4,5,2,3,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-11,"3:46","Coyote",1,1,"Adult",NA,0,2,0,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-11,"4:09","Coyote",1,1,"Adult",NA,0,1,4,2,3,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-11,"4:19","Coyote",1,1,"Adult",NA,3,1,0,2,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-11,"4:28","Coyote",1,1,"Adult",NA,0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-11,"13:33","Coyote",1,1,"Adult",NA,0,2,0,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-11,"17:45","Coyote",1,1,"Adult",NA,2,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-12,"3:09","Coyote",1,1,"Adult",NA,0,1,0,2,0,0,0,0,0,3,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-13,"3:02","Coyote",1,1,"Adult",NA,0,2,0,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-14,"5:21","Coyote",1,1,"Adult",NA,0,0,3,1,2,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-14,"5:26","Coyote",1,1,"Adult",NA,0,0,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","Mass","DSM",2019-05-18,"7:18","Coyote",1,1,"Adult",NA,0,2,0,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","N","DSM",2019-05-25,"4:28","Coyote",1,1,"Adult",NA,0,3,0,0,0,0,0,0,0,0,2,1,"olfactory communication","","","Scavenger"
"DF",4,"MO",NA,"432","N","N","N","DSM",2019-06-07,"11:04","Coyote",1,1,"Adult",NA,3,2,0,0,0,0,0,0,0,0,0,1,"olfactory communication","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-06,"21:53","Coyote",1,1,"Adult","Unknown",0,2,0,0,1,0,0,0,0,0,0,0,"Flies, sick coyote","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-06,"22:10","Coyote",1,1,"Adult","Unknown",0,2,0,0,1,0,0,0,0,0,0,0,"Flies, sick coyote","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-07,"1:56","Coyote",1,1,"Adult","Unknown",0,2,0,3,1,0,0,0,0,0,0,0,"Flies, sick coyote","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-07,"2:01","Coyote",1,1,"Adult","Unknown",2,0,0,0,1,0,0,0,0,0,0,0,"could be eating but can't see","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-07,"2:08","Coyote",1,1,"Adult","Unknown",3,0,0,1,0,0,2,0,0,0,0,0,"shaking off","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-07,"2:18","Coyote",1,1,"Adult","Unknown",0,3,0,0,2,0,0,0,0,0,1,0,"Flies, sick coyote","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-07,"4:48","Coyote",1,1,"Adult","Unknown",0,2,0,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-07,"4:53","Coyote",1,1,"Adult","Unknown",0,1,0,3,0,0,0,0,0,0,0,0,"might be eating but can't tell","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-07,"4:58","Coyote",2,1,"Adult","Unknown",0,0,0,0,1,0,0,0,0,0,0,0,"tearing and pulling, likely eating carcass","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-07,"4:58","Coyote",2,2,"Adult","Unknown",1,0,0,0,0,0,0,0,0,0,0,0,"really far outside the plot","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-07,"5:04","Coyote",1,1,"Adult","Unknown",0,0,0,0,0,0,0,0,0,1,0,0,"could be eating but can't tell","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-08,"21:54","Coyote",1,1,"Adult","Unknown",0,3,0,1,0,0,0,0,0,2,0,0,"could be eating but can't tell","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-08,"21:59","Coyote",1,1,"Adult","Unknown",0,0,0,0,1,0,0,0,0,2,0,0,"carcass","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-08,"22:10","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"outside of plot","","","Scavenger"
