"Site","Plot","Treatment","Camera","Card","Cage","Netting","Carrion","Observer","Date","Time","Common.name","Group.Size","Individual.Observed","Age","Sex","Vigilant","Walking.hopping","Running","Foraging","Feeding","Interacting","Preening","Flying","Loafing","Unknown","Other","Defecating","Note","Save","Why","Functional"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-10,"1:26","Coyote",1,1,"Adult","Unknown",0,2,0,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-10,"1:36","Coyote",1,1,"Adult","Unknown",0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-10,"20:34","Coyote",1,1,"Adult","Unknown",0,2,0,3,0,0,0,0,0,1,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-10,"20:53","Coyote",1,1,"Adult","Unknown",0,2,0,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-10,"21:01","Coyote",1,1,"Adult","Unknown",0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-11,"3:18","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,2,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-12,"2:11","Coyote",1,1,"Adult","Unknown",1,3,4,0,2,0,0,0,0,0,0,0,"carcass","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-12,"2:22","Coyote",1,1,"Adult","Unknown",1,0,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-13,"20:54","Coyote",1,1,"Adult","Unknown",0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-17,"21:15","Coyote",1,1,"Adult","Unknown",0,2,0,0,1,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-19,"22:21","Coyote",1,1,"Adult","Unknown",0,1,0,2,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-19,"22:26","Coyote",1,1,"Adult","Unknown",2,0,0,0,1,0,0,0,0,0,0,0,"carcass","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-20,"2:35","Coyote",1,1,"Adult","Unknown",2,3,0,0,1,0,0,0,0,0,0,0,"can't tell","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-20,"2:40","Coyote",1,1,"Adult","Unknown",1,3,0,0,0,0,0,0,0,2,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-20,"2:46","Coyote",1,1,"Adult","Unknown",3,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-20,"3:17","Coyote",1,1,"Adult","Unknown",0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-20,"4:06","Coyote",1,1,"Adult","Unknown",0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-21,"23:18","Coyote",1,1,"Adult","Unknown",0,0,0,0,1,0,0,0,0,0,0,0,"carcass","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-22,"4:18","Coyote",1,1,"Adult","Unknown",3,1,0,0,2,0,0,0,0,0,0,0,"carcass","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-22,"4:28","Coyote",1,1,"Adult","Unknown",0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-22,"4:34","Coyote",1,1,"Adult","Unknown",0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-23,"1:16","Coyote",1,1,"Adult","Unknown",3,0,0,1,0,0,0,0,0,0,2,0,"air scenting","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-24,"6:44","Coyote",1,1,"Adult","Unknown",2,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-24,"19:54","Coyote",1,1,"Adult","Unknown",0,2,0,0,1,0,0,0,0,0,0,0,"carcass","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-24,"20:02","Coyote",1,1,"Adult","Unknown",0,2,0,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-25,"2:40","Coyote",1,1,"Adult","Unknown",0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-25,"2:44","Coyote",1,1,"Adult","Unknown",0,0,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-25,"23:35","Coyote",1,1,"Adult","Unknown",0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-25,"23:43","Coyote",1,1,"Adult","Unknown",0,0,0,0,1,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-26,"2:33","Coyote",1,1,"Adult","Unknown",0,0,0,0,1,0,0,0,0,0,0,0,"carcass","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-26,"2:38","Coyote",1,1,"Adult","Unknown",0,0,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-26,"2:44","Coyote",1,1,"Adult","Unknown",0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-26,"23:50","Coyote",1,1,"Adult","Unknown",0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-27,"3:07","Coyote",1,1,"Adult","Unknown",0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-28,"21:45","Coyote",1,1,"Adult","Unknown",0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","Mass","DSM",2019-05-29,"21:43","Coyote",1,1,"Adult","Unknown",0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","N","DSM",2019-05-30,"21:24","Coyote",1,1,"Adult","Unknown",3,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","N","DSM",2019-05-30,"21:44","Coyote",1,1,"Adult","Unknown",0,1,0,2,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","N","DSM",2019-05-31,"21:36","Coyote",1,1,"Adult","Unknown",0,3,0,2,0,0,0,0,0,1,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","N","DSM",2019-06-07,"1:52","Coyote",1,1,"Adult","Unknown",0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","N","DSM",2019-06-08,"0:46","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"edge of plot","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","N","DSM",2019-06-23,"1:19","Coyote",1,1,"Adult","Unknown",0,2,0,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","N","DSM",2019-06-23,"21:26","Coyote",1,1,"Adult","Unknown",0,2,0,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","N","DSM",2019-06-28,"0:59","Coyote",1,1,"Adult","Unknown",0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","N","DSM",2019-06-28,"21:39","Coyote",1,1,"Adult","Unknown",0,0,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","N","DSM",2019-07-01,"21:50","Coyote",1,1,"Adult","Unknown",0,1,0,2,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","N","DSM",2019-07-02,"20:27","Coyote",1,1,"Adult","Unknown",0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","N","DSM",2019-07-04,"21:41","Coyote",1,1,"Adult","Unknown",3,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","N","DSM",2019-07-05,"7:18","Coyote",1,1,"Adult","Unknown",0,2,0,3,0,0,0,0,0,1,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","N","DSM",2019-07-05,"22:32","Coyote",1,1,"Adult","Unknown",0,0,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",5,"MO",NA,"425(maybe)","N","N ","N","DSM",2019-07-06,"1:03","Coyote",1,1,"Adult","Unknown",0,0,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"GG",3,"CS",NA,"445","N","N","Single","VIS",2019-05-29,"21:35","Coyote",1,1,"Adult","Uknown",0,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"WP",4,"CO",NA,"437","N","N","Single","DSM",2019-04-24,"18:09","Coyote",1,1,"Adult","Unknown",2,0,0,0,1,0,0,0,0,0,0,0,"can't tell what is being consumed. if it's consuming carrion then it is really far away from where the carcass was. ","","","Scavenger"
"WP",4,"CO",NA,"437","N","N","Single","DSM",2019-04-26,"4:13","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"WP",4,"CO",NA,"437","N","N","Single","DSM",2019-04-26,"23:38","Coyote",1,1,"Adult","Unknown",1,2,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"WP",4,"CO",NA,"437","N","N","Single","DSM",2019-04-28,"22:48","Coyote",1,1,"Adult","Unknown",0,2,0,0,0,0,0,0,0,1,0,0,"edge of plot","","","Scavenger"
"WP",4,"CO",NA,"437","N","N","Single","DSM",2019-05-02,"2:37","Coyote",1,1,"Adult","Unknown",0,0,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"WP",4,"CO",NA,"437","N","N","Single","DSM",2019-05-02,"21:15","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,2,0,0,"","","","Scavenger"
"WP",4,"CO",NA,"437","N","N","N","DSM",2019-05-07,"5:31","Coyote",1,1,"Adult","Unknown",2,0,3,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"WP",4,"CO",NA,"437","N","N","N","DSM",2019-05-10,"13:21","Coyote",1,1,"Adult","Unknown",0,0,1,0,0,0,0,0,0,0,0,0,"outside of electric fence","","","Scavenger"
"WP",4,"CO",NA,"437","N","N","N","DSM",2019-05-10,"23:44","Coyote",1,1,"Adult","Unknown",0,0,2,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"WP",4,"CO",NA,"437","N","N","N","DSM",2019-05-11,"7:33","Coyote",1,1,"Adult","Unknown",2,0,3,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"WP",4,"CO",NA,"437","N","N","N","DSM",2019-05-14,"1:06","Coyote",1,1,"Adult","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"WP",4,"CO",NA,"437","N","N","N","DSM",2019-05-19,"7:03","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,2,0,0,"","","","Scavenger"
"WP",4,"CO",NA,"437","N","N","N","DSM",2019-05-28,"7:00","Coyote",2,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,2,0,0,"","","","Scavenger"
"WP",4,"CO",NA,"437","N","N","N","DSM",2019-05-28,"7:00","Coyote",2,2,"Adult","Unknown",0,1,0,0,0,0,0,0,0,2,0,0,"","","","Scavenger"
"WP",4,"CO",NA,"437","N","N","N","DSM",2019-06-27,"23:28","Coyote",1,1,"Adult","Unknown",0,0,2,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"WP",4,"CO",NA,"437","N","N","N","DSM",2019-07-10,"2:12","Coyote",1,1,"Adult","Unknown",0,3,2,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"WP",4,"CO",NA,"437","N","N","N","DSM",2019-07-20,"23:48","Coyote",1,1,"Adult","Unknown",1,2,3,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"WP",4,"CO",NA,"437","N","N","N","DSM",2019-07-23,"11:09","Coyote",1,1,"Adult","Unknown",0,0,0,0,0,0,0,0,0,2,0,0,"","","","Scavenger"
"WP",4,"CO",NA,"437","N","N","N","DSM",2019-08-07,"3:32","Coyote",1,1,"Adult","Unknown",0,0,2,0,0,0,0,0,0,1,0,0,"","","","Scavenger"
"OS",1,"CS",NA,"419","N","N","N","AMP",2019-06-23,"21:17","Coyote",1,1,"Adult","Unknown",0,1,0,2,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",1,"CS",NA,"419","N","N","N","AMP",2019-06-28,"21:51","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",1,"CS",NA,"419","N","N","N","AMP",2019-06-30,"2:13","Coyote",1,1,"Adult","Unknown",0,1,0,2,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",1,"CS",NA,"419","N","N","N","AMP",2019-07-02,"5:56","Coyote",1,1,"Adult","Unknown",2,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",1,"CS",NA,"419","N","N","N","AMP",2019-07-08,"2:07","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"WP",6,"MO",NA,"428A","N","N","Mass","AMP",2019-05-06,"21:46","Coyote",1,1,"Adult","Unknown",2,3,0,0,1,0,0,0,0,0,0,0,"","","","Scavenger"
"WP",6,"MO",NA,"428A","N","N","Mass","AMP",2019-05-06,"21:51","Coyote",1,1,"Adult","Unknown",0,0,0,0,1,0,0,0,0,2,0,0,"","","","Scavenger"
"WP",6,"MO",NA,"428A","N","N","Mass","AMP",2019-05-10,"4:54","Coyote",1,1,"Adult","Unknown",0,0,1,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"WP",6,"MO",NA,"428A","N","N","Mass","AMP",2019-05-10,"21:55","Coyote",1,1,"Unknown","Unknown",2,3,0,0,1,0,0,0,0,0,0,0,"","","","Scavenger"
"WP",6,"MO",NA,"428A","N","N","Mass","AMP",2019-05-11,"5:28","Coyote",1,1,"Adult","Unknown",3,2,0,0,1,0,0,0,0,0,0,0,"","","","Scavenger"
"WP",6,"MO",NA,"428A","N","N","Mass","AMP",2019-05-11,"5:37","Coyote",1,1,"Adult","Unknown",0,3,0,1,2,0,0,0,0,0,0,0,"","","","Scavenger"
"WP",6,"MO",NA,"428A","N","N","Mass","AMP",2019-05-11,"5:51","Coyote",1,1,"Adult","Unknown",0,1,0,0,2,0,0,0,0,0,0,0,"","","","Scavenger"
"WP",6,"MO",NA,"428A","N","N","Mass","AMP",2019-05-12,"22:33","Coyote",1,1,"Adult","Unknown",3,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"WP",6,"MO",NA,"428A","N","N","Mass","AMP",2019-05-13,"21:57","Coyote",1,1,"Adult","Unknown",1,2,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",5,"CH",NA,"429","N","N","Single","AMP",2019-04-20,"6:10","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",5,"CH",NA,"429","N","N","Single","AMP",2019-04-22,"3:20","Coyote",1,1,"Adult","Unknown",1,2,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",5,"CH",NA,"429","Y","N","Single","AMP",2019-05-20,"3:17","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,2,0,0,"edge of plot","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-04,"3:03","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-07,"5:06","Coyote",1,1,"Adult","Unknown",2,3,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-08,"22:06","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,2,0,0,"mostly out of camera view ","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-10,"1:39","Coyote",1,1,"Adult","Unknown",1,2,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-14,"4:48","Coyote",1,1,"Adult","Unknown",1,2,0,0,0,0,0,0,0,3,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-17,"1:17","Coyote",1,1,"Adult","Unknown",1,2,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-19,"19:32","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-19,"22:28","Coyote",1,1,"Adult","Unknown",2,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-20,"4:15","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-20,"4:34","Coyote",1,1,"Adult","Unknown",1,2,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-20,"5:06","Coyote",1,1,"Adult","Unknown",0,1,0,2,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-20,"7:28","Coyote",1,1,"Adult","Unknown",1,2,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-21,"5:33","Coyote",1,1,"Adult","Unknown",2,1,0,0,0,0,0,0,0,3,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-21,"5:40","Coyote",1,1,"Adult","Unknown",0,0,0,2,1,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-23,"2:32","Coyote",1,1,"Adult","Unknown",0,3,0,1,2,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-23,"2:58","Coyote",1,1,"Adult","Unknown",2,1,3,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-24,"4:44","Coyote",1,1,"Adult","unknown",0,0,0,0,1,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-24,"4:48","Coyote",1,1,"Adult","Unknown",0,2,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-25,"2:13","Coyote",1,1,"Adult","Unknown",0,2,0,0,1,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-25,"22:56","Coyote",1,1,"Adult","Unknown",1,2,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-26,"3:25","Coyote",1,1,"Adult","Unknown",0,0,0,2,1,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-26,"23:37","Coyote",1,1,"Adult","Unknown",1,0,0,2,0,0,0,0,0,0,0,0,"headlights (?) show up ","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-28,"5:14","Coyote",1,1,"Adult","Unknown",3,1,0,1,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-29,"21:57","Coyote",1,1,"Adult","Unknown",2,0,1,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-05-30,"22:59","Coyote",1,1,"Adult","Unknown",1,2,0,0,0,0,0,0,0,0,3,0,"curious reactions","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-06-05,"22:44","Coyote",1,1,"Adult","Unknown",0,0,1,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-06-08,"0:48","Coyote",1,1,"Adult","Unknown",2,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-07-01,"21:49","Coyote",1,1,"Adult","Unknown",0,1,0,2,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-07-03,"8:10","Coyote",1,1,"Adult","Unknown",2,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-07-02,"17:34","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-07-05,"19:20","Coyote",1,1,"Adult","Unknown",0,1,0,2,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-07-06,"1:23","Coyote",1,1,"Adult","Unknown",0,2,0,1,3,0,0,0,0,0,4,0,"seems to be playing with or observing carrion","","","Scavenger"
"OS",4,"CO",NA,"421","N","N","Single","AMP",2019-07-16,"2:32","Coyote",1,1,"Adult","Unknown",2,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"OS",2,"CH",NA,"439","N","N","Single","AMP",2019-05-13,"20:49","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"edge of plot","","","Scavenger"
"OS",2,"CH",NA,"439","N","N","Single","AMP",2019-05-24,"6:42","Coyote",1,1,"Adult","Unknown",0,1,0,0,0,0,0,0,0,0,0,0,"stops to itch self","","","Scavenger"
"DF",6,"CO",NA,"423","N","N","Y","AJW",2019-04-17,"23:32","Coyote",1,1,NA,NA,2,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",6,"CO",NA,"423","N","N","Y","AJW",2019-04-17,"23:42","Coyote",1,1,NA,NA,1,2,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",6,"CO",NA,"423","N","N","Y","AJW",2019-04-17,"23:48","Coyote",1,1,NA,NA,2,0,0,0,1,0,0,0,0,0,0,0,"Caught Carrying the Carrion off Camera","","","Scavenger"
"DF",6,"CO",NA,"423","N","N","N","AJW",2019-04-17,"23:53","Coyote",1,1,NA,NA,2,3,0,0,1,0,0,0,0,0,0,0,"Caught Carrying the Carrion off Camera","","","Scavenger"
"DF",6,"CO",NA,"423","N","N","N","AJW",2019-04-18,"16:22","Coyote",1,1,NA,NA,1,2,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",6,"CO",NA,"423","N","N","N","AJW",2019-04-19,"7:11","Coyote",1,1,NA,NA,2,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",6,"CO",NA,"423","N","N","N","AJW",2019-04-19,"22:26","Coyote",1,1,NA,NA,1,2,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",6,"CO",NA,"423","N","N","N","AJW",2019-04-20,"3:57","Coyote",1,1,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",6,"CO",NA,"423","N","N","N","AJW",2019-04-20,"2:04","Coyote",1,1,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",6,"CO",NA,"423","N","N","N","AJW",2019-05-20,"20:30","Coyote",1,1,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
"DF",6,"CO",NA,"423","N","N","N","AJW",2019-07-15,"7:39","Coyote",1,1,NA,NA,2,1,0,0,0,0,0,0,0,0,0,0,"","","","Scavenger"
