"Site","Treatment","Biomass","Fencing","Variable","Date","Measurement","Effect.size"
"WP","No Carrion Reference","Reference","Reference","Phosphorous","2020-07-21",2,0.435318071257845
"WP","No Carrion Reference","Reference","Reference","Phosphorous","2021-05-05",3,-0.164303051291276
"WP","No Carrion Reference","Reference","Reference","Potassium","2020-05-19",1,0.613104472886409
"WP","No Carrion Reference","Reference","Reference","Potassium","2020-07-21",2,0.471134211616022
"WP","No Carrion Reference","Reference","Reference","Potassium","2021-05-05",3,0.498991166118988
"WP","No Carrion Reference","Reference","Reference","Soil pH","2020-05-19",1,0.116072171252754
"WP","No Carrion Reference","Reference","Reference","Soil pH","2020-07-21",2,0.0451204352804696
"WP","No Carrion Reference","Reference","Reference","Soil pH","2021-05-05",3,0.102278849120418
"WP","No Carrion Reference","Reference","Reference","Percent Nitrogen","2020-05-19",1,-0.0287494132859859
"WP","No Carrion Reference","Reference","Reference","Percent Nitrogen","2020-07-21",2,0.0964137296680203
"WP","No Carrion Reference","Reference","Reference","Percent Nitrogen","2021-05-05",3,0.11823277706266
"DF","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Organic matter","2020-05-19",1,-0.0206303983755758
"DF","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Organic matter","2020-07-21",2,0.105294799212834
"DF","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Organic matter","2021-05-05",3,0.0829308406916417
"DF","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Phosphorous","2020-05-19",1,0.521296923633286
"DF","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Phosphorous","2020-07-21",2,0.719122666963206
"DF","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Phosphorous","2021-05-05",3,0.884202417322654
"DF","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Potassium","2020-05-19",1,0.184882377655628
"DF","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Potassium","2020-07-21",2,0.207639364778245
"DF","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Potassium","2021-05-05",3,0.220061884776802
"DF","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Soil pH","2020-05-19",1,0.0413852161628545
"DF","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Soil pH","2020-07-21",2,0.0413852161628545
"DF","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Soil pH","2021-05-05",3,0
"DF","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Percent Nitrogen","2020-05-19",1,-0.0198813705538289
"DF","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Percent Nitrogen","2020-07-21",2,0.0902868466721005
"DF","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Percent Nitrogen","2021-05-05",3,0.122147948741085
"GG","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Organic matter","2020-05-19",1,-0.0906206798967919
"GG","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Organic matter","2020-07-21",2,0.270582864545274
"GG","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Organic matter","2021-05-05",3,0.0263572675589523
"GG","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Phosphorous","2020-05-19",1,0.980829253011726
"GG","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Phosphorous","2020-07-21",2,1.20397280432594
"GG","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Phosphorous","2021-05-05",3,0.336472236621213
"GG","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Potassium","2020-05-19",1,0.187038546672093
"GG","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Potassium","2020-07-21",2,0.369360103466048
"GG","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Potassium","2021-05-05",3,0.172223460886953
"GG","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Soil pH","2020-05-19",1,0.0472528848505455
"GG","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Soil pH","2020-07-21",2,-0.032789822822991
"GG","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Soil pH","2021-05-05",3,0.0472528848505455
"GG","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Percent Nitrogen","2020-05-19",1,-0.0368705358083277
"GG","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Percent Nitrogen","2020-07-21",2,0.250811536643453
"GG","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Percent Nitrogen","2021-05-05",3,0.0948987418227955
"OS","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Organic matter","2020-05-19",1,-0.161612597155964
"OS","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Organic matter","2020-07-21",2,0.169137466386452
"OS","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Organic matter","2021-05-05",3,-0.0967043219006653
"OS","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Phosphorous","2020-05-19",1,1.75785791755237
"OS","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Phosphorous","2020-07-21",2,1.28093384546206
"OS","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Phosphorous","2021-05-05",3,1.16315080980568
"OS","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Potassium","2020-05-19",1,0.25077751551633
"OS","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Potassium","2020-07-21",2,0.220240791656248
"OS","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Potassium","2021-05-05",3,0.154150679827258
"OS","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Soil pH","2020-05-19",1,0
"OS","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Soil pH","2020-07-21",2,-0.0152674721307884
"OS","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Soil pH","2021-05-05",3,0
"OS","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Percent Nitrogen","2020-05-19",1,-0.111744038439615
"OS","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Percent Nitrogen","2020-07-21",2,0.12022742699816
"OS","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Percent Nitrogen","2021-05-05",3,-0.0358782876649019
"WP","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Organic matter","2020-05-19",1,-0.151323014776266
"WP","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Organic matter","2020-07-21",2,0.16544663956911
"WP","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Organic matter","2021-05-05",3,-0.0491692360080838
"WP","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Phosphorous","2020-05-19",1,1.2299482907292
"WP","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Phosphorous","2020-07-21",2,1.18269540587865
"WP","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Phosphorous","2021-05-05",3,0.387765531008763
"WP","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Potassium","2020-05-19",1,0.349527802139094
"WP","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Potassium","2020-07-21",2,0.433745881223111
"WP","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Potassium","2021-05-05",3,0.0880000078165692
"WP","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Soil pH","2020-05-19",1,0.0294138852062934
"WP","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Soil pH","2020-07-21",2,-0.0150378773645406
"WP","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Soil pH","2021-05-05",3,0.0148150857851407
"WP","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Percent Nitrogen","2020-05-19",1,-0.0953101798043249
"WP","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Percent Nitrogen","2020-07-21",2,0.170710395866277
"WP","Single Carcass Herbivore Exclusion","Single Carcass","Herbivore Exclusion","Percent Nitrogen","2021-05-05",3,0.0382212128201977
"DF","Single Carcass Open","Single Carcass","Open","Organic matter","2020-05-19",1,-0.105057038676394
"DF","Single Carcass Open","Single Carcass","Open","Organic matter","2020-07-21",2,0.153068561447252
"DF","Single Carcass Open","Single Carcass","Open","Organic matter","2021-05-05",3,-0.059511826568649
"DF","Single Carcass Open","Single Carcass","Open","Phosphorous","2020-05-19",1,1.23214368129263
"DF","Single Carcass Open","Single Carcass","Open","Phosphorous","2020-07-21",2,1.38629436111989
"DF","Single Carcass Open","Single Carcass","Open","Phosphorous","2021-05-05",3,1.04982212449868
"DF","Single Carcass Open","Single Carcass","Open","Potassium","2020-05-19",1,-0.083381608939051
"DF","Single Carcass Open","Single Carcass","Open","Potassium","2020-07-21",2,0.197987673538354
"DF","Single Carcass Open","Single Carcass","Open","Potassium","2021-05-05",3,0.0847280704737879
"DF","Single Carcass Open","Single Carcass","Open","Soil pH","2020-05-19",1,0.0289875368732524
"DF","Single Carcass Open","Single Carcass","Open","Soil pH","2020-07-21",2,0.0145987994211529
"DF","Single Carcass Open","Single Carcass","Open","Soil pH","2021-05-05",3,0.0289875368732524
"DF","Single Carcass Open","Single Carcass","Open","Percent Nitrogen","2020-05-19",1,-0.124297716677577
"DF","Single Carcass Open","Single Carcass","Open","Percent Nitrogen","2020-07-21",2,0.141078598259906
"DF","Single Carcass Open","Single Carcass","Open","Percent Nitrogen","2021-05-05",3,-0.0487901641694321
"GG","Single Carcass Open","Single Carcass","Open","Organic matter","2020-05-19",1,0.0153692851294873
"GG","Single Carcass Open","Single Carcass","Open","Organic matter","2020-07-21",2,0.0513012943555507
"GG","Single Carcass Open","Single Carcass","Open","Organic matter","2021-05-05",3,0.0646110185095731
"GG","Single Carcass Open","Single Carcass","Open","Phosphorous","2020-05-19",1,0.624154309072994
"GG","Single Carcass Open","Single Carcass","Open","Phosphorous","2020-07-21",2,0.980829253011726
"GG","Single Carcass Open","Single Carcass","Open","Phosphorous","2021-05-05",3,0.182321556793955
"GG","Single Carcass Open","Single Carcass","Open","Potassium","2020-05-19",1,0.360165348878501
"GG","Single Carcass Open","Single Carcass","Open","Potassium","2020-07-21",2,0.184649846553546
"GG","Single Carcass Open","Single Carcass","Open","Potassium","2021-05-05",3,0.268263986594679
"GG","Single Carcass Open","Single Carcass","Open","Soil pH","2020-05-19",1,0.0548082364949952
"GG","Single Carcass Open","Single Carcass","Open","Soil pH","2020-07-21",2,-0.0579872576503493
"GG","Single Carcass Open","Single Carcass","Open","Soil pH","2021-05-05",3,0.0548082364949952
"GG","Single Carcass Open","Single Carcass","Open","Percent Nitrogen","2020-05-19",1,0.0133335308694652
"GG","Single Carcass Open","Single Carcass","Open","Percent Nitrogen","2020-07-21",2,0.0394788109737874
"GG","Single Carcass Open","Single Carcass","Open","Percent Nitrogen","2021-05-05",3,0.125952408977614
"OS","Single Carcass Open","Single Carcass","Open","Organic matter","2020-05-19",1,-0.0183731629808021
"OS","Single Carcass Open","Single Carcass","Open","Organic matter","2020-07-21",2,0.254281793067823
"OS","Single Carcass Open","Single Carcass","Open","Organic matter","2021-05-05",3,-0.0688693269953344
"OS","Single Carcass Open","Single Carcass","Open","Phosphorous","2020-05-19",1,1.7227665977411
"OS","Single Carcass Open","Single Carcass","Open","Phosphorous","2020-07-21",2,1.91692261218206
"OS","Single Carcass Open","Single Carcass","Open","Phosphorous","2021-05-05",3,1.82454929205105
"OS","Single Carcass Open","Single Carcass","Open","Potassium","2020-05-19",1,0.331546118285157
"OS","Single Carcass Open","Single Carcass","Open","Potassium","2020-07-21",2,0.549384617369674
"OS","Single Carcass Open","Single Carcass","Open","Potassium","2021-05-05",3,-0.148026961976729
"OS","Single Carcass Open","Single Carcass","Open","Soil pH","2020-05-19",1,0.0312525435041045
"OS","Single Carcass Open","Single Carcass","Open","Soil pH","2020-07-21",2,0.0157483569681393
"OS","Single Carcass Open","Single Carcass","Open","Soil pH","2021-05-05",3,-0.0322608622182214
"OS","Single Carcass Open","Single Carcass","Open","Percent Nitrogen","2020-05-19",1,-0.0253178079842899
"OS","Single Carcass Open","Single Carcass","Open","Percent Nitrogen","2020-07-21",2,0.215111379616945
"OS","Single Carcass Open","Single Carcass","Open","Percent Nitrogen","2021-05-05",3,0.0246926125903714
"WP","Single Carcass Open","Single Carcass","Open","Organic matter","2020-05-19",1,0.00346715320348482
"WP","Single Carcass Open","Single Carcass","Open","Organic matter","2020-07-21",2,0.169137466386452
"WP","Single Carcass Open","Single Carcass","Open","Organic matter","2021-05-05",3,0.0184051903123514
"WP","Single Carcass Open","Single Carcass","Open","Phosphorous","2020-05-19",1,0.528067430200497
"WP","Single Carcass Open","Single Carcass","Open","Phosphorous","2020-07-21",2,1.95210211930323
"WP","Single Carcass Open","Single Carcass","Open","Phosphorous","2021-05-05",3,0.122602322092332
"WP","Single Carcass Open","Single Carcass","Open","Potassium","2020-05-19",1,0.42550585899161
"WP","Single Carcass Open","Single Carcass","Open","Potassium","2020-07-21",2,0.830970967099775
"WP","Single Carcass Open","Single Carcass","Open","Potassium","2021-05-05",3,0.201038680746892
"WP","Single Carcass Open","Single Carcass","Open","Soil pH","2020-05-19",1,0.0540672212702758
"WP","Single Carcass Open","Single Carcass","Open","Soil pH","2020-07-21",2,0.0137933221323358
"WP","Single Carcass Open","Single Carcass","Open","Soil pH","2021-05-05",3,0.0800427076735364
"WP","Single Carcass Open","Single Carcass","Open","Percent Nitrogen","2020-05-19",1,-0.00376648279547689
"WP","Single Carcass Open","Single Carcass","Open","Percent Nitrogen","2020-07-21",2,0.12693070859317
"WP","Single Carcass Open","Single Carcass","Open","Percent Nitrogen","2021-05-05",3,0.0794641713542468
"DF","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Organic matter","2020-05-19",1,0.0124783423803408
"DF","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Organic matter","2020-07-21",2,0.0730160718997233
"DF","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Organic matter","2021-05-05",3,0.25232068511966
"DF","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Phosphorous","2020-05-19",1,0.916290731874155
"DF","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Phosphorous","2020-07-21",2,1.22866541691631
"DF","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Phosphorous","2021-05-05",3,0.606135803570315
"DF","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Potassium","2020-05-19",1,0.136312176125084
"DF","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Potassium","2020-07-21",2,-0.101517524378659
"DF","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Potassium","2021-05-05",3,0.0171783365350846
"DF","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Soil pH","2020-05-19",1,0.0540672212702758
"DF","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Soil pH","2020-07-21",2,0.0137933221323358
"DF","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Soil pH","2021-05-05",3,0.0540672212702758
"DF","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Percent Nitrogen","2020-05-19",1,0.0069930354909706
"DF","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Percent Nitrogen","2020-07-21",2,0.0840831172105414
"DF","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Percent Nitrogen","2021-05-05",3,0.27443684570176
"GG","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Organic matter","2020-05-19",1,0.0679109530909261
"GG","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Organic matter","2020-07-21",2,0.336836455999567
"GG","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Organic matter","2021-05-05",3,0.0987678315944744
"GG","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Phosphorous","2020-05-19",1,1.1239300966524
"GG","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Phosphorous","2020-07-21",2,1.36687627526279
"GG","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Phosphorous","2021-05-05",3,0.802346472524937
"GG","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Potassium","2020-05-19",1,0.423881834894395
"GG","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Potassium","2020-07-21",2,0.428736213359194
"GG","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Potassium","2021-05-05",3,0.240099357460766
"GG","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Soil pH","2020-05-19",1,0.0606246218164348
"GG","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Soil pH","2020-07-21",2,0.0458095360312942
"GG","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Soil pH","2021-05-05",3,0.103796793681643
"GG","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Percent Nitrogen","2020-05-19",1,0.0601383587385335
"GG","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Percent Nitrogen","2020-07-21",2,0.27311365662349
"GG","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Percent Nitrogen","2021-05-05",3,0.120534069028273
"OS","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Organic matter","2020-05-19",1,0.0430062739108507
"OS","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Organic matter","2020-07-21",2,0.30976151759466
"OS","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Organic matter","2021-05-05",3,-0.0894142616059401
"OS","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Phosphorous","2020-05-19",1,1.54044504094715
"OS","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Phosphorous","2020-07-21",2,2.03688192726104
"OS","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Phosphorous","2021-05-05",3,1.57553636075842
"OS","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Potassium","2020-05-19",1,0.129745899145041
"OS","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Potassium","2020-07-21",2,0.329611765589905
"OS","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Potassium","2021-05-05",3,0
"OS","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Soil pH","2020-05-19",1,0.0307716586667535
"OS","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Soil pH","2020-07-21",2,-0.0157483569681393
"OS","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Soil pH","2021-05-05",3,0
"OS","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Percent Nitrogen","2020-05-19",1,0.0148150857851405
"OS","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Percent Nitrogen","2020-07-21",2,0.268849124118689
"OS","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Percent Nitrogen","2021-05-05",3,-0.0510314800124459
"WP","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Organic matter","2020-05-19",1,-0.00831871529364882
"WP","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Organic matter","2020-07-21",2,0.24901236536151
"WP","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Organic matter","2021-05-05",3,0.0501826778812937
"WP","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Phosphorous","2020-05-19",1,0.523248143764548
"WP","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Phosphorous","2020-07-21",2,0.864997437486605
"WP","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Phosphorous","2021-05-05",3,0.810930216216329
"WP","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Potassium","2020-05-19",1,0.227463212458726
"WP","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Potassium","2020-07-21",2,0.460215622879573
"WP","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Potassium","2021-05-05",3,0.274609990884428
"WP","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Soil pH","2020-05-19",1,0.0413852161628545
"WP","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Soil pH","2020-07-21",2,-0.0141846349919564
"WP","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Soil pH","2021-05-05",3,-0.0579872576503493
"WP","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Percent Nitrogen","2020-05-19",1,-0.0214140945038165
"WP","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Percent Nitrogen","2020-07-21",2,0.22652764929845
"WP","Single Carcass Scavenger Exclusion","Single Carcass","Scavenger Exclusion","Percent Nitrogen","2021-05-05",3,0.115898020960612
