SITE,PLOT,BIOMASS,EXCLUSION,PACKET,DORMANCY.CLASS,SPECIES,ID,RETRIEVED,INITIAL.STATUS,FINAL.STATUS
OS,5,MME,Open,BU,PD,CAAN4,3,Y,U,0
OS,5,MME,Open,BU,PD,CAAN4,4,Y,U,0
OS,5,MME,Open,BU,PD,CAAN4,5,Y,U,0
OS,5,MME,Open,BU,ND,PISA6,1,Y,D,0
OS,5,MME,Open,BU,ND,PISA6,2,Y,D,0
OS,5,MME,Open,BU,ND,PISA6,3,Y,D,0
OS,5,MME,Open,BU,ND,PISA6,4,N,,0
OS,5,MME,Open,BU,ND,PISA6,5,N,,0
OS,5,MME,Open,BA,PY,GLMA4,1,Y,G,1
OS,5,MME,Open,BA,PY,GLMA4,2,Y,G,1
OS,5,MME,Open,BA,PY,GLMA4,3,Y,G,1
OS,5,MME,Open,BA,PY,GLMA4,4,Y,G,1
OS,5,MME,Open,BA,PY,GLMA4,5,Y,G,1
OS,5,MME,Open,BA,PD,CAAN4,1,Y,U,0
OS,5,MME,Open,BA,PD,CAAN4,2,Y,U,0
OS,5,MME,Open,BA,PD,CAAN4,3,Y,U,0
OS,5,MME,Open,BA,PD,CAAN4,4,N,,0
OS,5,MME,Open,BA,PD,CAAN4,5,N,,0
OS,5,MME,Open,BA,ND,PISA6,1,Y,G,1
OS,5,MME,Open,BA,ND,PISA6,2,Y,G,1
OS,5,MME,Open,BA,ND,PISA6,3,Y,G,1
OS,5,MME,Open,BA,ND,PISA6,4,N,,0
OS,5,MME,Open,BA,ND,PISA6,5,N,,0
OS,5,MME,Open,AA,PY,GLMA4,1,Y,D,0
OS,5,MME,Open,AA,PY,GLMA4,2,Y,U,0
OS,5,MME,Open,AA,PY,GLMA4,3,Y,U,0
OS,5,MME,Open,AA,PY,GLMA4,4,Y,U,0
OS,5,MME,Open,AA,PY,GLMA4,5,Y,U,0
OS,5,MME,Open,AA,PD,CAAN4,1,Y,U,1
OS,5,MME,Open,AA,PD,CAAN4,2,Y,U,1
OS,5,MME,Open,AA,PD,CAAN4,3,Y,U,1
OS,5,MME,Open,AA,PD,CAAN4,4,Y,U,1
OS,5,MME,Open,AA,PD,CAAN4,5,Y,U,0
OS,5,MME,Open,AA,ND,PISA6,1,Y,U,0
OS,5,MME,Open,AA,ND,PISA6,2,Y,U,0
OS,5,MME,Open,AA,ND,PISA6,3,Y,U,0
OS,5,MME,Open,AA,ND,PISA6,4,Y,U,0
OS,5,MME,Open,AA,ND,PISA6,5,Y,U,0
OS,5,MME,Open,AT,PY,GLMA4,1,Y,U,0
OS,5,MME,Open,AT,PY,GLMA4,2,Y,U,0
OS,5,MME,Open,AT,PY,GLMA4,3,Y,U,0
OS,5,MME,Open,AT,PY,GLMA4,4,Y,U,0
OS,5,MME,Open,AT,PY,GLMA4,5,Y,U,0
OS,5,MME,Open,AT,PD,CAAN4,1,Y,U,0
OS,5,MME,Open,AT,PD,CAAN4,2,Y,U,0
OS,5,MME,Open,AT,PD,CAAN4,3,Y,U,0
OS,5,MME,Open,AT,PD,CAAN4,4,Y,U,0
OS,5,MME,Open,AT,PD,CAAN4,5,N,,0
OS,5,MME,Open,AT,ND,PISA6,1,Y,U,0
OS,5,MME,Open,AT,ND,PISA6,2,Y,U,0
OS,5,MME,Open,AT,ND,PISA6,3,Y,U,0
OS,5,MME,Open,AT,ND,PISA6,4,Y,U,0
OS,5,MME,Open,AT,ND,PISA6,5,Y,U,0
OS,6,MME,Herbivore,BU,PY,GLMA4,1,N,,0
OS,6,MME,Herbivore,BU,PY,GLMA4,2,N,,0
OS,6,MME,Herbivore,BU,PY,GLMA4,3,N,,0
OS,6,MME,Herbivore,BU,PY,GLMA4,4,N,,0
OS,6,MME,Herbivore,BU,PY,GLMA4,5,N,,0
OS,6,MME,Herbivore,BU,PD,CAAN4,1,Y,U,0
OS,6,MME,Herbivore,BU,PD,CAAN4,2,Y,U,0
OS,6,MME,Herbivore,BU,PD,CAAN4,3,Y,U,0
OS,6,MME,Herbivore,BU,PD,CAAN4,4,Y,U,0
OS,6,MME,Herbivore,BU,PD,CAAN4,5,Y,U,0
OS,6,MME,Herbivore,BU,ND,PISA6,1,N,,0
OS,6,MME,Herbivore,BU,ND,PISA6,2,N,,0
OS,6,MME,Herbivore,BU,ND,PISA6,3,N,,0
OS,6,MME,Herbivore,BU,ND,PISA6,4,N,,0
OS,6,MME,Herbivore,BU,ND,PISA6,5,N,,0
OS,6,MME,Herbivore,BA,PY,GLMA4,1,Y,G,1
OS,6,MME,Herbivore,BA,PY,GLMA4,2,Y,G,1
OS,6,MME,Herbivore,BA,PY,GLMA4,3,Y,G,1
OS,6,MME,Herbivore,BA,PY,GLMA4,4,Y,G,1
OS,6,MME,Herbivore,BA,PY,GLMA4,5,N,,0
OS,6,MME,Herbivore,BA,PD,CAAN4,1,Y,G,1
OS,6,MME,Herbivore,BA,PD,CAAN4,2,Y,U,0
OS,6,MME,Herbivore,BA,PD,CAAN4,3,Y,U,0
OS,6,MME,Herbivore,BA,PD,CAAN4,4,N,,0
OS,6,MME,Herbivore,BA,PD,CAAN4,5,N,,0
OS,6,MME,Herbivore,BA,ND,PISA6,1,Y,G,1
OS,6,MME,Herbivore,BA,ND,PISA6,2,Y,G,1
OS,6,MME,Herbivore,BA,ND,PISA6,3,Y,G,1
OS,6,MME,Herbivore,BA,ND,PISA6,4,Y,G,1
OS,6,MME,Herbivore,BA,ND,PISA6,5,Y,D,0
OS,6,MME,Herbivore,AA,PY,GLMA4,1,Y,G,1
OS,6,MME,Herbivore,AA,PY,GLMA4,2,Y,D,0
OS,6,MME,Herbivore,AA,PY,GLMA4,3,Y,U,1
OS,6,MME,Herbivore,AA,PY,GLMA4,4,Y,U,0
OS,6,MME,Herbivore,AA,PY,GLMA4,5,N,,0
OS,6,MME,Herbivore,AA,PD,CAAN4,1,Y,U,0
OS,6,MME,Herbivore,AA,PD,CAAN4,2,Y,U,0
OS,6,MME,Herbivore,AA,PD,CAAN4,3,Y,U,0
OS,6,MME,Herbivore,AA,PD,CAAN4,4,N,,0
OS,6,MME,Herbivore,AA,PD,CAAN4,5,N,,0
OS,6,MME,Herbivore,AA,ND,PISA6,1,Y,G,1
OS,6,MME,Herbivore,AA,ND,PISA6,2,Y,G,1
OS,6,MME,Herbivore,AA,ND,PISA6,3,Y,G,1
OS,6,MME,Herbivore,AA,ND,PISA6,4,Y,U,0
OS,6,MME,Herbivore,AA,ND,PISA6,5,Y,U,0
OS,6,MME,Herbivore,AT,PY,GLMA4,1,Y,U,0
OS,6,MME,Herbivore,AT,PY,GLMA4,2,Y,U,0
OS,6,MME,Herbivore,AT,PY,GLMA4,3,Y,U,0
OS,6,MME,Herbivore,AT,PY,GLMA4,4,Y,U,0
OS,6,MME,Herbivore,AT,PY,GLMA4,5,Y,U,0
OS,6,MME,Herbivore,AT,PD,CAAN4,1,Y,U,0
OS,6,MME,Herbivore,AT,PD,CAAN4,2,Y,U,0
OS,6,MME,Herbivore,AT,PD,CAAN4,3,Y,U,0
OS,6,MME,Herbivore,AT,PD,CAAN4,4,Y,U,0
OS,6,MME,Herbivore,AT,PD,CAAN4,5,Y,U,0
OS,6,MME,Herbivore,AT,ND,PISA6,1,Y,U,0
OS,6,MME,Herbivore,AT,ND,PISA6,2,Y,U,0
OS,6,MME,Herbivore,AT,ND,PISA6,3,Y,U,0
OS,6,MME,Herbivore,AT,ND,PISA6,4,Y,U,0
OS,6,MME,Herbivore,AT,ND,PISA6,5,Y,U,0
OS,REF,,,A,PY,GLMA4,1,Y,U,0
OS,REF,,,A,PY,GLMA4,2,Y,U,0
OS,REF,,,A,PY,GLMA4,3,Y,U,0
OS,REF,,,A,PY,GLMA4,4,Y,U,0
OS,REF,,,A,PY,GLMA4,5,N,,0
OS,REF,,,A,PD,CAAN4,1,Y,U,1
OS,REF,,,A,PD,CAAN4,2,Y,U,1
OS,REF,,,A,PD,CAAN4,3,Y,U,1
OS,REF,,,A,PD,CAAN4,4,Y,U,1
OS,REF,,,A,PD,CAAN4,5,Y,U,0
OS,REF,,,A,ND,PISA6,1,Y,G,1
OS,REF,,,A,ND,PISA6,2,Y,G,1
OS,REF,,,A,ND,PISA6,3,Y,G,1
OS,REF,,,A,ND,PISA6,4,Y,G,1
OS,REF,,,A,ND,PISA6,5,Y,G,1
OS,REF,,,B,PY,GLMA4,1,Y,G,1
OS,REF,,,B,PY,GLMA4,2,Y,G,1
OS,REF,,,B,PY,GLMA4,3,Y,G,1
OS,REF,,,B,PY,GLMA4,4,Y,D,0
OS,REF,,,B,PY,GLMA4,5,N,,0
OS,REF,,,B,PD,CAAN4,1,Y,G,1
OS,REF,,,B,PD,CAAN4,2,Y,D,0
OS,REF,,,B,PD,CAAN4,3,Y,U,0
OS,REF,,,B,PD,CAAN4,4,Y,U,0
OS,REF,,,B,PD,CAAN4,5,Y,U,0
OS,REF,,,B,ND,PISA6,1,Y,G,1
OS,REF,,,B,ND,PISA6,2,Y,G,1
OS,REF,,,B,ND,PISA6,3,Y,G,1
OS,REF,,,B,ND,PISA6,4,Y,G,1
OS,REF,,,B,ND,PISA6,5,Y,D,0
GG,1,Single carcass,Open,BU,PY,BIOR,1,Y,G,1
GG,1,Single carcass,Open,BU,PY,BIOR,2,Y,D,0
GG,1,Single carcass,Open,BU,PY,BIOR,3,Y,D,0
GG,1,Single carcass,Open,BU,PY,BIOR,4,Y,D,0
GG,1,Single carcass,Open,BU,PY,BIOR,5,Y,D,0
GG,1,Single carcass,Open,BU,PY,BIOR,6,Y,D,0
GG,1,Single carcass,Open,BU,PY,BIOR,7,Y,D,0
GG,1,Single carcass,Open,BU,PY,BIOR,8,Y,D,0
GG,1,Single carcass,Open,BU,PY,BIOR,9,Y,D,0
GG,1,Single carcass,Open,BU,PY,BIOR,10,Y,D,0
GG,1,Single carcass,Open,BU,PD,HOVU,1,Y,D,0
GG,1,Single carcass,Open,BU,PD,HOVU,2,Y,D,0
GG,1,Single carcass,Open,BU,PD,HOVU,3,Y,D,0
GG,1,Single carcass,Open,BU,PD,HOVU,4,Y,D,0
GG,1,Single carcass,Open,BU,PD,HOVU,5,Y,D,0
GG,1,Single carcass,Open,BU,ND,BEVU2,1,Y,G,1
GG,1,Single carcass,Open,BU,ND,BEVU2,2,Y,U,1
GG,1,Single carcass,Open,BU,ND,BEVU2,3,Y,U,1
GG,1,Single carcass,Open,BU,ND,BEVU2,4,Y,U,0
GG,1,Single carcass,Open,BU,ND,BEVU2,5,Y,U,0
GG,1,Single carcass,Open,BU,ND,BEVU2,6,Y,U,0
GG,1,Single carcass,Open,BU,ND,BEVU2,7,Y,U,0
GG,1,Single carcass,Open,BU,ND,BEVU2,8,N,,0
GG,1,Single carcass,Open,BU,ND,BEVU2,9,N,,0
GG,1,Single carcass,Open,BU,ND,BEVU2,10,N,,0
GG,1,Single carcass,Open,BA,PY,BIOR,1,Y,D,0
GG,1,Single carcass,Open,BA,PY,BIOR,2,Y,D,0
GG,1,Single carcass,Open,BA,PY,BIOR,3,Y,D,0
GG,1,Single carcass,Open,BA,PY,BIOR,4,Y,D,0
GG,1,Single carcass,Open,BA,PY,BIOR,5,Y,D,0
GG,1,Single carcass,Open,BA,PY,BIOR,6,Y,D,0
GG,1,Single carcass,Open,BA,PY,BIOR,7,Y,U,0
GG,1,Single carcass,Open,BA,PY,BIOR,8,Y,U,0
GG,1,Single carcass,Open,BA,PY,BIOR,9,Y,U,0
GG,1,Single carcass,Open,BA,PY,BIOR,10,Y,U,0
GG,1,Single carcass,Open,BA,PD,HOVU,1,Y,G,1
GG,1,Single carcass,Open,BA,PD,HOVU,2,Y,G,1
GG,1,Single carcass,Open,BA,PD,HOVU,3,Y,G,1
GG,1,Single carcass,Open,BA,PD,HOVU,4,Y,G,1
GG,1,Single carcass,Open,BA,PD,HOVU,5,Y,D,0
GG,1,Single carcass,Open,BA,ND,BEVU2,1,Y,G,1
GG,1,Single carcass,Open,BA,ND,BEVU2,2,Y,D,0
GG,1,Single carcass,Open,BA,ND,BEVU2,3,Y,U,1
GG,1,Single carcass,Open,BA,ND,BEVU2,4,Y,U,1
GG,1,Single carcass,Open,BA,ND,BEVU2,5,Y,U,1
GG,1,Single carcass,Open,BA,ND,BEVU2,6,Y,U,0
GG,1,Single carcass,Open,BA,ND,BEVU2,7,Y,U,0
GG,1,Single carcass,Open,BA,ND,BEVU2,8,Y,U,0
GG,1,Single carcass,Open,BA,ND,BEVU2,9,Y,U,0
GG,1,Single carcass,Open,BA,ND,BEVU2,10,Y,U,0
GG,1,Single carcass,Open,AA,PY,BIOR,1,Y,U,0
GG,1,Single carcass,Open,AA,PY,BIOR,2,Y,U,0
GG,1,Single carcass,Open,AA,PY,BIOR,3,Y,U,0
GG,1,Single carcass,Open,AA,PY,BIOR,4,Y,U,0
GG,1,Single carcass,Open,AA,PY,BIOR,5,Y,U,0
GG,1,Single carcass,Open,AA,PY,BIOR,6,Y,U,0
GG,1,Single carcass,Open,AA,PY,BIOR,7,Y,U,0
GG,1,Single carcass,Open,AA,PY,BIOR,8,Y,U,0
GG,1,Single carcass,Open,AA,PY,BIOR,9,Y,U,0
GG,1,Single carcass,Open,AA,PY,BIOR,10,Y,U,0
GG,1,Single carcass,Open,AA,PD,HOVU,1,Y,U,0
GG,1,Single carcass,Open,AA,PD,HOVU,2,Y,U,0
GG,1,Single carcass,Open,AA,PD,HOVU,3,Y,U,0
GG,1,Single carcass,Open,AA,PD,HOVU,4,Y,U,0
GG,1,Single carcass,Open,AA,PD,HOVU,5,Y,U,0
GG,1,Single carcass,Open,AA,ND,BEVU2,1,Y,U,1
GG,1,Single carcass,Open,AA,ND,BEVU2,2,Y,U,1
GG,1,Single carcass,Open,AA,ND,BEVU2,3,Y,U,1
GG,1,Single carcass,Open,AA,ND,BEVU2,4,Y,U,1
GG,1,Single carcass,Open,AA,ND,BEVU2,5,Y,U,1
GG,1,Single carcass,Open,AA,ND,BEVU2,6,Y,U,1
GG,1,Single carcass,Open,AA,ND,BEVU2,7,Y,U,1
GG,1,Single carcass,Open,AA,ND,BEVU2,8,Y,U,0
GG,1,Single carcass,Open,AA,ND,BEVU2,9,Y,U,0
GG,1,Single carcass,Open,AA,ND,BEVU2,10,Y,U,0
GG,1,Single carcass,Open,AT,PY,BIOR,1,Y,U,0
GG,1,Single carcass,Open,AT,PY,BIOR,2,Y,U,0
GG,1,Single carcass,Open,AT,PY,BIOR,3,Y,U,0
GG,1,Single carcass,Open,AT,PY,BIOR,4,Y,U,0
GG,1,Single carcass,Open,AT,PY,BIOR,5,Y,U,0
GG,1,Single carcass,Open,AT,PY,BIOR,6,Y,U,0
GG,1,Single carcass,Open,AT,PY,BIOR,7,Y,U,0
GG,1,Single carcass,Open,AT,PY,BIOR,8,Y,U,0
GG,1,Single carcass,Open,AT,PY,BIOR,9,Y,U,0
GG,1,Single carcass,Open,AT,PY,BIOR,10,Y,U,0
GG,1,Single carcass,Open,AT,PD,HOVU,1,Y,U,1
GG,1,Single carcass,Open,AT,PD,HOVU,2,Y,U,1
GG,1,Single carcass,Open,AT,PD,HOVU,3,Y,U,1
GG,1,Single carcass,Open,AT,PD,HOVU,4,Y,U,0
GG,1,Single carcass,Open,AT,PD,HOVU,5,Y,U,0
GG,1,Single carcass,Open,AT,ND,BEVU2,1,Y,U,1
GG,1,Single carcass,Open,AT,ND,BEVU2,2,Y,U,1
GG,1,Single carcass,Open,AT,ND,BEVU2,3,Y,U,1
GG,1,Single carcass,Open,AT,ND,BEVU2,4,Y,U,1
GG,1,Single carcass,Open,AT,ND,BEVU2,5,Y,U,1
GG,1,Single carcass,Open,AT,ND,BEVU2,6,Y,U,1
GG,1,Single carcass,Open,AT,ND,BEVU2,7,Y,U,1
GG,1,Single carcass,Open,AT,ND,BEVU2,8,Y,U,1
GG,1,Single carcass,Open,AT,ND,BEVU2,9,Y,U,1
GG,1,Single carcass,Open,AT,ND,BEVU2,10,Y,U,0
GG,2,Single carcass,Herbivore,BU,PY,BIOR,1,Y,D,0
GG,2,Single carcass,Herbivore,BU,PY,BIOR,2,Y,D,0
GG,2,Single carcass,Herbivore,BU,PY,BIOR,3,Y,D,0
GG,2,Single carcass,Herbivore,BU,PY,BIOR,4,Y,D,0
GG,2,Single carcass,Herbivore,BU,PY,BIOR,5,Y,D,0
GG,2,Single carcass,Herbivore,BU,PY,BIOR,6,Y,D,0
GG,2,Single carcass,Herbivore,BU,PY,BIOR,7,Y,D,0
GG,2,Single carcass,Herbivore,BU,PY,BIOR,8,Y,U,0
GG,2,Single carcass,Herbivore,BU,PY,BIOR,9,Y,U,1
GG,2,Single carcass,Herbivore,BU,PY,BIOR,10,N,,0
GG,2,Single carcass,Herbivore,BU,PD,HOVU,1,Y,G,1
GG,2,Single carcass,Herbivore,BU,PD,HOVU,2,Y,G,1
GG,2,Single carcass,Herbivore,BU,PD,HOVU,3,Y,D,0
GG,2,Single carcass,Herbivore,BU,PD,HOVU,4,Y,D,0
GG,2,Single carcass,Herbivore,BU,PD,HOVU,5,N,,0
GG,2,Single carcass,Herbivore,BU,ND,BEVU2,1,Y,U,0
GG,2,Single carcass,Herbivore,BU,ND,BEVU2,2,Y,U,0
GG,2,Single carcass,Herbivore,BU,ND,BEVU2,3,Y,U,0
GG,2,Single carcass,Herbivore,BU,ND,BEVU2,4,Y,U,1
GG,2,Single carcass,Herbivore,BU,ND,BEVU2,5,Y,U,0
GG,2,Single carcass,Herbivore,BU,ND,BEVU2,6,Y,U,0
GG,2,Single carcass,Herbivore,BU,ND,BEVU2,7,N,,0
GG,2,Single carcass,Herbivore,BU,ND,BEVU2,8,N,,0
GG,2,Single carcass,Herbivore,BU,ND,BEVU2,9,N,,0
GG,2,Single carcass,Herbivore,BU,ND,BEVU2,10,N,,0
GG,2,Single carcass,Herbivore,BA,PY,BIOR,1,Y,U,0
GG,2,Single carcass,Herbivore,BA,PY,BIOR,2,Y,U,0
GG,2,Single carcass,Herbivore,BA,PY,BIOR,3,Y,U,0
GG,2,Single carcass,Herbivore,BA,PY,BIOR,4,Y,D,0
GG,2,Single carcass,Herbivore,BA,PY,BIOR,5,Y,D,0
GG,2,Single carcass,Herbivore,BA,PY,BIOR,6,Y,D,0
GG,2,Single carcass,Herbivore,BA,PY,BIOR,7,Y,D,0
GG,2,Single carcass,Herbivore,BA,PY,BIOR,8,Y,D,0
GG,2,Single carcass,Herbivore,BA,PY,BIOR,9,Y,D,0
GG,2,Single carcass,Herbivore,BA,PY,BIOR,10,Y,D,0
GG,2,Single carcass,Herbivore,BA,PD,HOVU,1,Y,G,1
GG,2,Single carcass,Herbivore,BA,PD,HOVU,2,Y,G,1
GG,2,Single carcass,Herbivore,BA,PD,HOVU,3,Y,G,1
GG,2,Single carcass,Herbivore,BA,PD,HOVU,4,Y,G,1
GG,2,Single carcass,Herbivore,BA,PD,HOVU,5,Y,G,1
GG,2,Single carcass,Herbivore,BA,ND,BEVU2,1,Y,U,1
GG,2,Single carcass,Herbivore,BA,ND,BEVU2,2,Y,U,0
GG,2,Single carcass,Herbivore,BA,ND,BEVU2,3,Y,U,0
GG,2,Single carcass,Herbivore,BA,ND,BEVU2,4,Y,U,0
GG,2,Single carcass,Herbivore,BA,ND,BEVU2,5,Y,U,0
GG,2,Single carcass,Herbivore,BA,ND,BEVU2,6,Y,U,0
GG,2,Single carcass,Herbivore,BA,ND,BEVU2,7,Y,U,0
GG,2,Single carcass,Herbivore,BA,ND,BEVU2,8,Y,U,0
GG,2,Single carcass,Herbivore,BA,ND,BEVU2,9,Y,U,0
GG,2,Single carcass,Herbivore,BA,ND,BEVU2,10,Y,U,0
GG,2,Single carcass,Herbivore,AA,PY,BIOR,1,Y,U,0
GG,2,Single carcass,Herbivore,AA,PY,BIOR,2,Y,U,0
GG,2,Single carcass,Herbivore,AA,PY,BIOR,3,Y,U,0
GG,2,Single carcass,Herbivore,AA,PY,BIOR,4,N,,0
GG,2,Single carcass,Herbivore,AA,PY,BIOR,5,N,,0
GG,2,Single carcass,Herbivore,AA,PY,BIOR,6,N,,0
GG,2,Single carcass,Herbivore,AA,PY,BIOR,7,N,,0
GG,2,Single carcass,Herbivore,AA,PY,BIOR,8,N,,0
GG,2,Single carcass,Herbivore,AA,PY,BIOR,9,N,,0
GG,2,Single carcass,Herbivore,AA,PY,BIOR,10,N,,0
GG,2,Single carcass,Herbivore,AA,PD,HOVU,1,Y,U,1
GG,2,Single carcass,Herbivore,AA,PD,HOVU,2,Y,U,0
GG,2,Single carcass,Herbivore,AA,PD,HOVU,3,Y,U,0
GG,2,Single carcass,Herbivore,AA,PD,HOVU,4,Y,U,0
GG,2,Single carcass,Herbivore,AA,PD,HOVU,5,Y,U,0
GG,2,Single carcass,Herbivore,AA,ND,BEVU2,1,Y,U,1
GG,2,Single carcass,Herbivore,AA,ND,BEVU2,2,Y,U,1
GG,2,Single carcass,Herbivore,AA,ND,BEVU2,3,N,,0
GG,2,Single carcass,Herbivore,AA,ND,BEVU2,4,N,,0
GG,2,Single carcass,Herbivore,AA,ND,BEVU2,5,N,,0
GG,2,Single carcass,Herbivore,AA,ND,BEVU2,6,N,,0
GG,2,Single carcass,Herbivore,AA,ND,BEVU2,7,N,,0
GG,2,Single carcass,Herbivore,AA,ND,BEVU2,8,N,,0
GG,2,Single carcass,Herbivore,AA,ND,BEVU2,9,N,,0
GG,2,Single carcass,Herbivore,AA,ND,BEVU2,10,N,,0
GG,2,Single carcass,Herbivore,AT,PY,BIOR,1,Y,U,0
GG,2,Single carcass,Herbivore,AT,PY,BIOR,2,Y,U,0
GG,2,Single carcass,Herbivore,AT,PY,BIOR,3,Y,U,0
GG,2,Single carcass,Herbivore,AT,PY,BIOR,4,Y,U,0
GG,2,Single carcass,Herbivore,AT,PY,BIOR,5,Y,U,0
GG,2,Single carcass,Herbivore,AT,PY,BIOR,6,Y,U,0
GG,2,Single carcass,Herbivore,AT,PY,BIOR,7,Y,U,0
GG,2,Single carcass,Herbivore,AT,PY,BIOR,8,Y,U,0
GG,2,Single carcass,Herbivore,AT,PY,BIOR,9,Y,U,0
GG,2,Single carcass,Herbivore,AT,PY,BIOR,10,Y,U,0
GG,2,Single carcass,Herbivore,AT,PD,HOVU,1,Y,U,0
GG,2,Single carcass,Herbivore,AT,PD,HOVU,2,Y,U,0
GG,2,Single carcass,Herbivore,AT,PD,HOVU,3,Y,U,0
GG,2,Single carcass,Herbivore,AT,PD,HOVU,4,Y,U,0
GG,2,Single carcass,Herbivore,AT,PD,HOVU,5,Y,U,0
GG,2,Single carcass,Herbivore,AT,ND,BEVU2,1,Y,U,0
GG,2,Single carcass,Herbivore,AT,ND,BEVU2,2,Y,U,0
GG,2,Single carcass,Herbivore,AT,ND,BEVU2,3,Y,U,0
GG,2,Single carcass,Herbivore,AT,ND,BEVU2,4,Y,U,0
GG,2,Single carcass,Herbivore,AT,ND,BEVU2,5,Y,U,0
GG,2,Single carcass,Herbivore,AT,ND,BEVU2,6,Y,U,0
GG,2,Single carcass,Herbivore,AT,ND,BEVU2,7,Y,U,0
GG,2,Single carcass,Herbivore,AT,ND,BEVU2,8,Y,U,0
GG,2,Single carcass,Herbivore,AT,ND,BEVU2,9,Y,U,0
GG,2,Single carcass,Herbivore,AT,ND,BEVU2,10,Y,U,0
GG,3,Single carcass,Scavenger,BU,PY,BIOR,1,Y,D,0
GG,3,Single carcass,Scavenger,BU,PY,BIOR,2,Y,U,0
GG,3,Single carcass,Scavenger,BU,PY,BIOR,3,Y,U,0
GG,3,Single carcass,Scavenger,BU,PY,BIOR,4,Y,U,0
GG,3,Single carcass,Scavenger,BU,PY,BIOR,5,Y,U,0
GG,3,Single carcass,Scavenger,BU,PY,BIOR,6,Y,U,0
GG,3,Single carcass,Scavenger,BU,PY,BIOR,7,Y,U,0
GG,3,Single carcass,Scavenger,BU,PY,BIOR,8,Y,U,0
GG,3,Single carcass,Scavenger,BU,PY,BIOR,9,Y,U,0
GG,3,Single carcass,Scavenger,BU,PY,BIOR,10,Y,U,0
GG,3,Single carcass,Scavenger,BU,PD,HOVU,1,Y,G,1
GG,3,Single carcass,Scavenger,BU,PD,HOVU,2,Y,G,1
GG,3,Single carcass,Scavenger,BU,PD,HOVU,3,Y,G,1
GG,3,Single carcass,Scavenger,BU,PD,HOVU,4,Y,D,0
GG,3,Single carcass,Scavenger,BU,PD,HOVU,5,Y,D,0
GG,3,Single carcass,Scavenger,BU,ND,BEVU2,1,Y,U,0
GG,3,Single carcass,Scavenger,BU,ND,BEVU2,2,Y,U,0
GG,3,Single carcass,Scavenger,BU,ND,BEVU2,3,Y,U,0
GG,3,Single carcass,Scavenger,BU,ND,BEVU2,4,Y,U,0
GG,3,Single carcass,Scavenger,BU,ND,BEVU2,5,Y,U,0
GG,3,Single carcass,Scavenger,BU,ND,BEVU2,6,Y,U,0
GG,3,Single carcass,Scavenger,BU,ND,BEVU2,7,Y,U,0
GG,3,Single carcass,Scavenger,BU,ND,BEVU2,8,Y,U,0
GG,3,Single carcass,Scavenger,BU,ND,BEVU2,9,Y,U,0
GG,3,Single carcass,Scavenger,BU,ND,BEVU2,10,Y,U,0
